id,matrix_gpa,language_test_scores,reading_test_score,math_test_scores,total_points,matrix_languauge,matrix_math,matrix_reading,status,matrix_languauge_retest,matrix_math_retest,matrix_reading_restest,total_points_retest,updated_at,guardian1_email,guardian2_email,grade,deliver_test_accomodation_approved,test_date_sign_up,current_school
11,nan,33.0,54.0,69.0,24.0,1.0,15.0,8.0,In Processing,9.0,20.0,6.0,35.0,2024-10-01 7:35:59,nan,nan,9,nan,February 15 2025 (No-rest option),Foundation Preparatory Charter School
j5GM,30.0,79.0,99.0,97.0,109.0,20.0,29.0,30.0,Eligible,nan,nan,nan,nan,2024-10-03 7:28:18,nan,nan,9,nan,November 16 2024,The Willow School
13,30.0,76.0,85.0,97.0,101.0,19.0,29.0,23.0,Eligible,nan,nan,nan,nan,2024-10-02 17:09:05,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French
14,30.0,95.0,90.0,99.0,114.0,28.0,30.0,26.0,nan,nan,nan,nan,nan,2024-09-23 20:16:35,nan,nan,8,nan,January 18 2025,Trinity Episcopal School
15,30.0,93.0,99.0,99.0,117.0,27.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 9:33:21,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School
16,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-24 20:25:53,nan,nan,9,nan,December 14 2024,The Willow School
17,17.0,96.0,82.0,96.0,97.0,29.0,29.0,22.0,Eligible,nan,nan,nan,nan,2024-11-07 21:31:12,nan,nan,9,nan,January 18 2025,KuPy
18,nan,70.0,61.0,76.0,46.0,16.0,19.0,11.0,In Processing,12.0,19.0,3.0,34.0,2024-10-01 10:16:26,nan,nan,9,nan,March 22 2025 (No-rest option),Arthur Ashe Charter School
19,30.0,82.0,99.0,76.0,101.0,22.0,19.0,30.0,Eligible,nan,nan,nan,nan,2024-10-03 2:32:31,nan,nan,9,nan,December 14 2024,Waldorf School of New Orleans
20,nan,64.0,67.0,38.0,28.0,13.0,XJ2U,14.0,In Processing,nan,nan,nan,nan,2024-10-07 12:38:55,nan,nan,9,nan,December 14 2024,Trinity Episcopal School
21,27.0,78.0,92.0,92.0,101.0,20.0,27.0,27.0,Eligible,nan,nan,nan,nan,2024-10-01 12:37:14,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School
22,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2025-01-14 18:03:38,nan,nan,9,nan,nan,Arthur Ashe Charter School
23,30.0,76.0,83.0,83.0,93.0,19.0,22.0,22.0,JYwy,nan,nan,nan,nan,2024-10-11 19:46:50,nan,nan,9,nan,November 16 2024,International School of Louisiana
24,30.0,82.0,80.0,96.0,102.0,22.0,29.0,21.0,Eligible,nan,nan,nan,nan,2024-10-11 9:03:00,nan,nan,9,nan,December 14 2024,Bricolage Academy
25,nan,61.0,79.0,46.0,35.0,11.0,4.0,20.0,In Processing,1.0,2.0,7.0,10.0,2024-10-02 13:35:30,nan,nan,10,nan,February 15 2025 (No-rest option),St. Augustine High School
26,30.0,88.0,86.0,71.0,95.0,25.0,16.0,24.0,Eligible,nan,nan,nan,nan,2024-10-02 13:48:43,nan,nan,9,nan,November 16 2024,Mount Carmel Academy
27,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-01 19:04:33,nan,nan,10,nan,January 18 2025,Other
28,30.0,79.0,77.0,65.0,82.0,20.0,13.0,19.0,Eligible,19.0,18.0,21.0,88.0,2024-10-01 8:35:41,nan,nan,9,nan,T6qT,St. Paul's Episcopal School
29,30.0,86.0,99.0,96.0,113.0,24.0,29.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 8:28:25,nan,nan,9,nan,November 16 2024,Edward Hynes Lakeview
30,30.0,83.0,98.0,96.0,111.0,22.0,29.0,30.0,Eligible,nan,nan,nan,nan,2025-04-09 20:06:47,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French
31,30.0,88.0,94.0,85.0,106.0,25.0,23.0,28.0,Eligible,nan,nan,nan,nan,2024-11-05 14:44:47,nan,nan,9,nan,January 18 2025,St. George's Episcopal School
32,30.0,76.0,99.0,99.0,109.0,19.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-06 13:38:01,nan,nan,9,nan,January 18 2025,Lake Forest Elementary Charter School
33,nan,54.0,43.0,45.0,13.0,8.0,3.0,2.0,In Processing,nan,nan,nan,nan,2024-10-28 9:35:56,nan,nan,9,nan,December 14 2024,International School of Louisiana
34,nan,52.0,13.0,30.0,9.0,7.0,1.0,1.0,Nv1b,nan,nan,nan,nan,2024-10-28 9:38:12,nan,nan,9,Test Accommodations Approved,December 14 2024,International School of Louisiana
35,30.0,52.0,98.0,91.0,93.0,7.0,26.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 9:18:45,nan,nan,9,nan,December 14 2024,Edward Hynes Lakeview
36,nan,48.0,56.0,46.0,18.0,5.0,4.0,9.0,In Processing,nan,nan,nan,nan,2024-10-01 7:52:27,nan,nan,9,nan,November 16 2024,Bricolage Academy
37,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-01 13:49:18,nan,nan,9,nan,nan,Bricolage Academy
38,nan,79.0,98.0,70.0,66.0,20.0,16.0,30.0,In Processing,nan,nan,nan,nan,2024-10-03 10:17:18,nan,nan,10,nan,April 26 2025 (No-rest option),Other
39,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 8:17:33,nan,nan,9,nan,November 16 2024,St. Paul's Episcopal School
40,30.0,83.0,99.0,98.0,112.0,22.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-03 8:08:49,nan,nan,9,nan,November 16 2024,The Willow School
41,30.0,88.0,71.0,90.0,97.0,25.0,26.0,16.0,Eligible,nan,nan,nan,nan,2024-10-01 12:59:55,nan,nan,9,nan,January 18 2025,The Willow School
42,29.0,96.0,74.0,66.0,90.0,29.0,14.0,18.0,Eligible,nan,nan,nan,nan,2025-04-09 20:18:24,nan,nan,9,nan,April 26 2025 (No-rest option),Lake Castle Private School
43,23.0,76.0,99.0,98.0,102.0,19.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 6:54:29,nan,nan,9,nan,November 16 2024,Edward Hynes Lakeview
44,30.0,80.0,96.0,99.0,110.0,21.0,30.0,29.0,Eligible,nan,nan,nan,nan,2024-10-01 6:20:58,nan,nan,9,nan,December 14 2024,Bricolage Academy
45,nan,35.0,81.0,54.0,30.0,1.0,8.0,21.0,In Processing,nan,nan,nan,nan,2024-10-23 14:55:48,nan,nan,9,nan,December 14 2024,Lycee Francais de la Nouvelle Orleans
46,30.0,75.0,99.0,83.0,100.0,18.0,22.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 9:22:39,nan,nan,9,nan,November 16 2024,Edward Hynes Lakeview
47,30.0,92.0,96.0,89.0,111.0,27.0,25.0,29.0,Eligible,nan,nan,nan,nan,2024-10-01 0:20:26,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French
48,nan,40.0,46.0,63.0,17.0,1.0,12.0,4.0,In Processing,nan,nan,nan,nan,2024-10-01 4:21:57,nan,nan,9,nan,November 16 2024,Dorothy Height Charter School
49,30.0,84.0,85.0,99.0,106.0,23.0,30.0,23.0,Eligible,nan,nan,nan,nan,2024-10-01 5:42:02,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School
50,30.0,82.0,99.0,98.0,112.0,22.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 6:01:25,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French
51,30.0,85.0,99.0,99.0,113.0,23.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 6:14:59,nan,nan,9,nan,November 16 2024,St. George's Episcopal School
52,nan,90.0,62.0,52.0,45.0,26.0,7.0,12.0,In Processing,nan,nan,nan,nan,2024-10-01 6:25:58,nan,nan,10,nan,December 14 2024,Other
53,30.0,87.0,99.0,e0PK,113.0,24.0,29.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 6:29:16,nan,nan,9,nan,December 14 2024,The Willow School
54,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-01 6:32:02,nan,nan,10,nan,April 26 2025 (No-rest option),St. Augustine High School
55,nan,54.0,69.0,71.0,39.0,8.0,16.0,15.0,In Processing,15.0,15.0,12.0,42.0,2024-10-01 6:41:01,nan,nan,9,nan,March 22 2025 (No-rest option),Arthur Ashe Charter School
56,25.0,69.0,81.0,92.0,88.0,15.0,27.0,21.0,Eligible,nan,nan,nan,nan,2024-10-01 6:35:48,nan,nan,9,nan,November 16 2024,Edward Hynes Lakeview
57,30.0,78.0,99.0,98.0,110.0,20.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 6:43:20,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French
58,30.0,94.0,94.0,93.0,113.0,28.0,27.0,28.0,Eligible,nan,nan,nan,nan,2024-10-01 7:19:51,nan,nan,9,nan,November 16 2024,Other
59,nan,44.0,56.0,44.0,15.0,3.0,3.0,9.0,In Processing,2.0,6.0,10.0,18.0,2024-10-01 7:20:50,nan,nan,9,nan,February 15 2025 (No-rest option),Foundation Preparatory Charter
60,22.0,94.0,95.0,68.0,93.0,28.0,15.0,28.0,Eligible,nan,nan,nan,nan,2024-10-01 8:10:54,nan,nan,9,nan,December 14 2024,Edward Hynes Lakeview
61,30.0,82.0,87.0,69.0,91.0,22.0,15.0,24.0,Eligible,nan,nan,nan,nan,2024-10-01 8:25:16,nan,nan,9,Test Accommodations Approved,November 16 2024,Audubon Uptown Montessori and French
62,30.0,88.0,99.0,93.0,112.0,25.0,27.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 8:26:15,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French
63,30.0,94.0,99.0,97.0,117.0,28.0,29.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 8:33:37,nan,nan,9,nan,November 16 2024,Metairie Park Country Day
64,30.0,96.0,89.0,86.0,108.0,29.0,24.0,25.0,Eligible,nan,nan,nan,nan,2024-10-01 8:36:59,nan,nan,9,nan,November 16 2024,St. Paul's Episcopal School
65,30.0,88.0,97.0,96.0,113.0,25.0,29.0,29.0,Eligible,nan,nan,nan,nan,2024-10-01 8:39:22,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School
66,30.0,94.0,95.0,99.0,116.0,28.0,30.0,28.0,Eligible,nan,nan,nan,nan,2024-10-01 8:38:11,nan,nan,9,nan,November 16 2024,Edward Hynes Lakeview
67,30.0,87.0,94.0,74.0,100.0,24.0,18.0,28.0,Eligible,nan,nan,nan,nan,2024-10-01 8:54:21,nan,nan,9,nan,December 14 2024,Bricolage Academy
68,nan,63.0,63.0,57.0,33.0,12.0,9.0,12.0,In Processing,nan,nan,nan,nan,2024-10-01 8:59:43,nan,nan,9,nan,March 22 2025 (No-rest option),Edward Hynes Lakeview
69,30.0,90.0,98.0,77.0,105.0,26.0,19.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 13:57:58,nan,nan,9,nan,November 16 2024,International School of Louisiana
70,30.0,97.0,99.0,99.0,119.0,29.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 9:19:24,nan,nan,9,nan,December 14 2024,The Willow School
71,30.0,96.0,99.0,99.0,119.0,29.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 9:22:53,nan,nan,9,nan,December 14 2024,The Willow School
72,nan,58.0,77.0,48.0,34.0,10.0,5.0,19.0,In Processing,nan,nan,nan,nan,2024-10-01 9:31:21,nan,nan,9,nan,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans
73,nan,42.0,49.0,51.0,13.0,2.0,6.0,5.0,In Processing,nan,nan,nan,nan,2024-10-01 9:37:03,nan,nan,9,nan,December 14 2024,Lake Forest Elementary Charter School
74,nan,61.0,92.0,77.0,57.0,11.0,19.0,27.0,In Processing,8.0,15.0,26.0,49.0,RSzJ,nan,nan,9,nan,February 15 2025 (No-rest option),International School of Louisiana
75,nan,79.0,78.0,82.0,62.0,20.0,22.0,20.0,In Processing,nan,nan,nan,nan,2024-10-01 9:49:47,nan,nan,11,nan,March 22 2025 (No-rest option),Other
76,30.0,88.0,85.0,69.0,93.0,25.0,15.0,23.0,Eligible,nan,nan,nan,nan,2024-10-01 10:01:21,nan,nan,9,nan,November 16 2024,St. Andrew's Episcopal School
77,nan,98.0,94.0,76.0,77.0,30.0,19.0,28.0,In Processing,nan,nan,nan,nan,2024-10-01 9:59:18,nan,nan,10,nan,April 26 2025 (No-rest option),Other
78,nan,54.0,83.0,71.0,46.0,8.0,16.0,22.0,In Processing,14.0,21.0,17.0,52.0,2024-10-01 10:22:35,nan,nan,9,nan,March 22 2025 (No-rest option),Bricolage Academy
79,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 10:29:55,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School
80,30.0,61.0,99.0,78.0,91.0,11.0,20.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 10:40:04,nan,nan,9,nan,December 14 2024,Audubon Uptown Montessori and French
81,30.0,99.0,99.0,83.0,112.0,30.0,22.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 10:53:02,nan,nan,9,nan,November 16 2024,Lycee Francais de la Nouvelle Orleans
82,30.0,95.0,96.0,95.0,115.0,28.0,28.0,29.0,Eligible,nan,nan,nan,nan,2024-10-01 11:11:01,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School
83,27.0,89.0,79.0,85.0,95.0,25.0,23.0,20.0,Eligible,nan,nan,nan,nan,2024-10-01 11:12:09,nan,nan,9,nan,December 14 2024,Trinity Episcopal School
84,30.0,94.0,97.0,94.0,115.0,28.0,28.0,29.0,Eligible,fSPi,nan,nan,nan,2024-10-01 11:19:22,nan,nan,11,nan,November 16 2024,Other
85,nan,37.0,56.0,38.0,11.0,1.0,1.0,9.0,In Processing,nan,nan,nan,nan,2024-10-01 11:39:29,nan,nan,9,nan,April 26 2025 (No-rest option),Audubon Gentilly
86,21.0,81.0,99.0,99.0,102.0,21.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 11:45:04,nan,nan,9,nan,November 16 2024,Lake Castle Private School
87,28.0,85.0,99.0,97.0,110.0,23.0,29.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 21:02:12,nan,nan,9,nan,December 14 2024,Edward Hynes Lakeview
88,A2Ha,75.0,92.0,86.0,60Md,18.0,24.0,27.0,Eligible,nan,nan,nan,nan,2024-10-01 12:19:43,nan,nan,9,nan,November 16 2024,Trinity Episcopal School
89,nan,65.0,56.0,81.0,43.0,13.0,21.0,9.0,In Processing,6.0,18.0,1.0,25.0,2024-10-01 12:32:40,nan,nan,9,nan,March 22 2025 (No-rest option),Langston Hughes Academy
90,nan,61.0,93.0,82.0,60.0,11.0,22.0,27.0,In Processing,19.0,17.0,23.0,59.0,2024-10-01 12:44:29,nan,nan,10,nan,March 22 2025 (No-rest option),Other
91,30.0,96.0,95.0,76.0,106.0,29.0,19.0,28.0,Eligible,nan,nan,nan,nan,2025-03-27 9:58:00,nan,nan,10,nan,November 16 2024,The Willow School
92,30.0,93.0,99.0,99.0,117.0,27.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 13:13:10,nan,nan,9,nan,November 16 2024,Morris Jeff Community School
93,nan,45.0,92.0,93.0,57.0,3.0,27.0,27.0,In Processing,nan,nan,nan,nan,2024-10-01 13:37:13,nan,nan,9,nan,April 26 2025 (No-rest option),The Willow School
94,30.0,82.0,92.0,89.0,104.0,22.0,25.0,27.0,Eligible,nan,nan,nan,nan,2024-10-01 13:43:49,nan,nan,9,nan,November 16 2024,Other
95,30.0,68.0,63.0,90.0,83.0,15.0,26.0,12.0,Eligible,28.0,30.0,26.0,114.0,2024-10-01 14:01:12,nan,nan,9,nan,February 15 2025 (No-rest option),Audubon Uptown Montessori and French
96,30.0,82.0,98.0,90.0,108.0,22.0,26.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 14:45:25,nan,nan,9,nan,rW2E,Edward Hynes Lakeview
97,nan,69.0,92.0,65.0,55.0,15.0,13.0,27.0,In Processing,9.0,22.0,25.0,56.0,2024-10-01 15:12:33,nan,nan,9,nan,March 22 2025 (No-rest option),Homer Plessy Community School
98,nan,74.0,87.0,65.0,55.0,18.0,13.0,24.0,In Processing,13.0,9.0,23.0,45.0,2024-10-01 16:04:25,nan,nan,10,nan,March 22 2025 (No-rest option),Other
99,26.0,68.0,89.0,95.0,94.0,15.0,28.0,25.0,Eligible,nan,nan,nan,nan,2024-10-01 15:57:17,nan,nan,9,nan,November 16 2024,Edward Hynes Lakeview
100,30.0,76.0,96.0,99.0,108.0,19.0,30.0,29.0,Eligible,nan,nan,nan,nan,2024-10-01 15:59:33,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School
101,nan,56.0,84.0,60.0,43.0,9.0,11.0,23.0,In Processing,7.0,6.0,22.0,35.0,2024-10-01 16:04:51,nan,nan,9,nan,March 22 2025 (No-rest option),Edward Hynes Lakeview
102,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-01 16:41:13,nan,nan,9,nan,nan,The Willow School
103,nan,37.0,71.0,57.0,26.0,1.0,9.0,16.0,In Processing,nan,nan,nan,nan,2024-10-01 16:43:06,nan,nan,9,nan,March 22 2025 (No-rest option),Bricolage Academy
104,30.0,99.0,99.0,93.0,117.0,30.0,27.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 16:54:12,nan,nan,11,nan,November 16 2024,International School of Louisiana
105,30.0,89.0,99.0,99.0,115.0,25.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 17:13:34,nan,nan,9,nan,November 16 2024,Edward Hynes Lakeview
106,nan,76.0,67.0,48.0,38.0,19.0,5.0,14.0,In Processing,nan,nan,nan,nan,2024-10-01 17:24:06,nan,nan,10,nan,December 14 2024,Other
107,nan,76.0,67.0,48.0,38.0,19.0,5.0,14.0,In Processing,nan,nan,QSGV,nan,2024-10-01 17:24:06,nan,nan,10,nan,December 14 2024,Other
108,30.0,87.0,99.0,97.0,113.0,24.0,29.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 18:01:53,nan,nan,9,nan,December 14 2024,Audubon Uptown Montessori and French
109,30.0,85.0,94.0,83.0,103.0,23.0,22.0,28.0,Eligible,nan,nan,nan,nan,2024-10-01 21:01:54,nan,nan,9,nan,November 16 2024,Ecole Bilingue
110,nan,85.0,90.0,98.0,79.0,23.0,30.0,26.0,In Processing,nan,nan,nan,nan,2024-10-01 18:13:28,nan,nan,10,nan,November 16 2024,Other
111,28.0,70.0,73.0,93.0,88.0,16.0,27.0,17.0,Eligible,nan,nan,nan,nan,2024-10-01 18:27:32,nan,nan,9,nan,December 14 2024,Lake Castle Private School
112,nan,93.0,97.0,48.0,61.0,27.0,5.0,29.0,In Processing,nan,nan,nan,nan,2024-10-01 19:08:52,nan,nan,10,nan,April 26 2025 (No-rest option),Other
113,nan,44.0,57.0,10.0,13.0,3.0,1.0,9.0,In Processing,nan,nan,nan,nan,2024-10-01 19:23:56,nan,nan,9,nan,April 26 2025 (No-rest option),Other
114,30.0,98.0,96.0,86.0,113.0,30.0,24.0,29.0,Eligible,nan,nan,nan,nan,2024-10-01 20:19:29,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French
115,30.0,89.0,99.0,97.0,114.0,25.0,29.0,30.0,Eligible,nan,nan,nan,nan,2024-10-01 20:30:40,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French
116,nan,54.0,77.0,99.0,57.0,8.0,30.0,19.0,In Processing,3.0,27.0,15.0,45.0,2024-10-01 20:36:24,nan,nan,9,nan,March 22 2025 (No-rest option),Lake Forest Elementary Charter School
117,30.0,96.0,92.0,99.0,116.0,29.0,30.0,27.0,Eligible,nan,nan,nan,nan,2024-10-01 20:56:45,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French
118,nan,77.0,71.0,97.0,64.0,19.0,29.0,16.0,In Processing,nan,nan,nan,nan,2024-10-01 21:00:28,nan,nan,9,nan,December 14 2024,Homer Plessy Community School
119,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-01 21:12:57,nan,nan,11,nan,nan,Other
120,27.0,61.0,86.0,96.0,91.0,11.0,29.0,24.0,Eligible,nan,nan,nan,nan,2024-10-01 21:18:47,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French
121,30.0,80.0,80.0,98.0,102.0,21.0,30.0,21.0,Eligible,nan,nan,nan,nan,2024-10-01 21:21:29,nan,nan,9,nan,November 16 2024,Lake Forest Elementary Charter School
122,nan,27.0,44.0,88.0,29.0,1.0,25.0,3.0,In Processing,1.0,21.0,1.0,23.0,2024-10-03 22:06:30,nan,nan,9,nan,March 22 2025 (No-rest option),Phillis Wheatley Community School
123,30.0,93.0,97.0,85.0,109.0,27.0,23.0,29.0,Eligible,nan,nan,nan,nan,2024-10-01 21:40:46,nan,nan,9,nan,December 14 2024,Renew Dolores T. Aaron Academy
124,nan,17.0,10.0,24.0,3.0,1.0,1.0,1.0,In Processing,1.0,1.0,1.0,3.0,2024-10-01 22:08:28,nan,nan,9,nan,March 22 2025 (No-rest option),Phillis Wheatley Community School
125,30.0,94.0,92.0,99.0,115.0,28.0,30.0,27.0,Eligible,nan,nan,nan,nan,2024-10-01 23:39:50,nan,nan,9,nan,November 16 2024,Edward Hynes Lakeview
126,nan,8.0,16.0,44.0,4.0,1.0,2.0,1.0,In Processing,nan,nan,nan,nan,2024-10-01 23:46:55,nan,nan,9,nan,November 16 2024,Homer Plessy Community School
cVgR,30.0,80.0,98.0,83.0,103.0,21.0,22.0,30.0,Eligible,nan,nan,nan,nan,2024-10-02 0:54:42,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French
128,23.0,68.0,95.0,60.0,77.0,15.0,11.0,28.0,In Processing,17.0,20.0,22.0,82.0,2024-10-02 3:03:14,nan,nan,9,nan,February 15 2025 (No-rest option),St. Andrew's Episcopal School
129,nan,77.0,90.0,96.0,74.0,19.0,29.0,26.0,In Processing,nan,nan,nan,nan,2024-10-02 4:41:12,nan,nan,9,nan,November 16 2024,Other
130,nan,89.0,87.0,95.0,77.0,25.0,28.0,24.0,In Processing,nan,nan,nan,nan,2024-10-02 6:57:03,nan,nan,11,nan,November 16 2024,Other
131,30.0,96.0,99.0,99.0,119.0,29.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-02 7:00:08,nan,nan,9,nan,November 16 2024,Audubon Uptown Montessori and French
132,30.0,89.0,99.0,99.0,115.0,25.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-02 7:08:53,nan,nan,9,nan,November 16 2024,Bricolage Academy
133,30.0,80.0,99.0,86.0,105.0,21.0,24.0,30.0,Eligible,nan,nan,nan,nan,2024-10-02 7:52:44,nan,nan,9,nan,November 16 2024,Bricolage Academy
134,30.0,99.0,99.0,99.0,120.0,30.0,30.0,30.0,Eligible,nan,nan,nan,nan,2024-10-18 13:09:06,nan,nan,9,nan,November 16 2024,The Willow School
135,nan,61.0,88.0,73.0,53.0,11.0,17.0,25.0,In Processing,6.0,20.0,25.0,51.0,2024-10-02 9:57:13,nan,nan,9,nan,February 15 2025 (No-rest option),Edward Hynes Lakeview
136,28.0,80.0,81.0,30.0,100.0,21.0,30.0,21.0,Eligible,nan,nan,nan,nan,2024-10-02 9:59:11,nan,nan,9,nan,November 16 2024,Arthur Ashe Charter School
137,nan,65.0,88.0,38.0,39.0,13.0,1.0,25.0,In Processing,1.0,1.0,1.0,3.0,2024-10-02 10:00:32,nan,nan,9,nan,March 22 2025 (No-rest option),Edward Hynes Parkview
138,30.0,80.0,80.0,99.0,102.0,21.0,30.0,21.0,Eligible,nan,nan,nan,nan,2024-10-02 11:04:34,nan,nan,9,nan,November 16 2024,Edward Hynes Parkview
139,nan,52.0,57.0,78.0,36.0,7.0,20.0,9.0,In Processing,nan,nan,nan,nan,2024-10-02 11:09:37,nan,nan,9,Test Accommodations Approved,December 14 2024,Ecole Bilingue
140,30.0,92.0,94.0,86.0,109.0,27.0,24.0,28.0,Eligible,nan,nan,nan,nan,2024-10-02 11:28:19,nan,nan,9,nan,December 14 2024,Metairie Park Country Day
141,nan,nan,nan,nan,nan,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-02 12:00:38,nan,nan,uPVC,nan,nan,Metairie Park Country Day
142,30.0,61.0,89.0,86.0,90.0,11.0,24.0,25.0,Eligible,nan,nan,nan,nan,2024-10-02 13:11:47,nan,nan,9,nan,December 14 2024,Lake Forest Elementary Charter School
143,30.0,74.0,86.0,83.0,94.0,18.0,22.0,24.0,Eligible,nan,nan,nan,nan,2024-10-02 12:37:34,nan,nan,9,nan,November 16 2024,Ecole Bilingue
144,nan,44.0,56.0,16.0,13.0,3.0,1.0,9.0,In Processing,nan,nan,nan,nan,2024-10-02 14:50:42,nan,nan,9,nan,April 26 2025 (No-rest option),Lycee Francais de la Nouvelle Orleans
145,nan,nan,nan,nan,0.0,nan,nan,nan,In Processing,nan,nan,nan,nan,2024-10-02 14:54:52,nan,nan,11,nan,January 18 2025,Other
